order_details_id,order_id,order_time,item_id,order_date
144,60,8:05:16 PM,125,01-01-2023
145,61,8:08:43 PM,101,01-01-2023
146,61,8:08:43 PM,117,01-01-2023
147,62,8:50:16 PM,101,01-01-2023
148,62,8:50:16 PM,123,01-01-2023
149,63,8:51:42 PM,112,01-01-2023
150,64,8:52:08 PM,107,01-01-2023
151,65,9:16:00 PM,112,01-01-2023
152,65,9:16:00 PM,120,01-01-2023
153,65,9:16:00 PM,122,01-01-2023
154,65,9:16:00 PM,123,01-01-2023
155,66,9:47:55 PM,108,01-01-2023
156,66,9:47:55 PM,110,01-01-2023
157,67,10:03:40 PM,105,01-01-2023
158,68,10:07:32 PM,108,01-01-2023
159,68,10:07:32 PM,117,01-01-2023
160,68,10:07:32 PM,117,01-01-2023
161,69,10:12:13 PM,101,01-01-2023
162,70,11:38:51 AM,127,02-01-2023
163,70,11:38:51 AM,121,02-01-2023
164,71,11:40:50 AM,106,02-01-2023
165,72,11:57:25 AM,131,02-01-2023
166,73,11:58:56 AM,106,02-01-2023
167,74,12:01:12 PM,124,02-01-2023
168,74,12:01:12 PM,129,02-01-2023
169,74,12:01:12 PM,130,02-01-2023
170,74,12:01:12 PM,123,02-01-2023
171,75,12:10:15 PM,117,02-01-2023
172,75,12:10:15 PM,128,02-01-2023
173,75,12:10:15 PM,111,02-01-2023
174,76,12:21:17 PM,107,02-01-2023
175,76,12:21:17 PM,109,02-01-2023
176,76,12:21:17 PM,127,02-01-2023
177,76,12:21:17 PM,122,02-01-2023
178,77,12:22:46 PM,101,02-01-2023
179,77,12:22:46 PM,109,02-01-2023
180,78,12:28:14 PM,107,02-01-2023
181,78,12:28:14 PM,108,02-01-2023
182,78,12:28:14 PM,125,02-01-2023
183,78,12:28:14 PM,110,02-01-2023
184,78,12:28:14 PM,122,02-01-2023
185,78,12:28:14 PM,106,02-01-2023
186,79,12:29:11 PM,110,02-01-2023
187,79,12:29:11 PM,112,02-01-2023
188,79,12:29:11 PM,106,02-01-2023
189,80,12:35:38 PM,113,02-01-2023
190,80,12:35:38 PM,106,02-01-2023
191,81,12:40:01 PM,106,02-01-2023
192,82,12:45:51 PM,107,02-01-2023
193,82,12:45:51 PM,102,02-01-2023
194,82,12:45:51 PM,122,02-01-2023
195,82,12:45:51 PM,132,02-01-2023
196,83,12:53:27 PM,105,02-01-2023
197,84,1:13:41 PM,113,02-01-2023
198,85,1:34:49 PM,108,02-01-2023
199,85,1:34:49 PM,108,02-01-2023
200,85,1:34:49 PM,117,02-01-2023
201,85,1:34:49 PM,114,02-01-2023
202,86,1:40:31 PM,109,02-01-2023
203,87,2:01:02 PM,110,02-01-2023
204,87,2:01:02 PM,129,02-01-2023
205,87,2:01:02 PM,123,02-01-2023
206,87,2:01:02 PM,123,02-01-2023
207,88,2:10:08 PM,124,02-01-2023
208,89,2:30:19 PM,121,02-01-2023
209,89,2:30:19 PM,106,02-01-2023
210,90,3:08:48 PM,120,02-01-2023
211,90,3:08:48 PM,106,02-01-2023
212,91,3:14:43 PM,101,02-01-2023
213,91,3:14:43 PM,104,02-01-2023
214,91,3:14:43 PM,113,02-01-2023
215,92,3:17:02 PM,101,02-01-2023
216,92,3:17:02 PM,117,02-01-2023
217,92,3:17:02 PM,117,02-01-2023
218,92,3:17:02 PM,127,02-01-2023
219,92,3:17:02 PM,113,02-01-2023
220,92,3:17:02 PM,118,02-01-2023
221,92,3:17:02 PM,131,02-01-2023
222,92,3:17:02 PM,123,02-01-2023
223,92,3:17:02 PM,114,02-01-2023
224,93,3:29:31 PM,120,02-01-2023
225,94,4:17:16 PM,110,02-01-2023
226,94,4:17:16 PM,105,02-01-2023
227,95,4:18:04 PM,111,02-01-2023
228,95,4:18:04 PM,118,02-01-2023
229,96,4:21:20 PM,111,02-01-2023
230,97,4:45:33 PM,107,02-01-2023
231,98,5:18:18 PM,108,02-01-2023
232,98,5:18:18 PM,111,02-01-2023
233,99,5:45:42 PM,117,02-01-2023
234,100,5:46:17 PM,109,02-01-2023
235,101,5:51:33 PM,102,02-01-2023
236,101,5:51:33 PM,113,02-01-2023
237,101,5:51:33 PM,121,02-01-2023
238,101,5:51:33 PM,122,02-01-2023
239,102,5:54:04 PM,101,02-01-2023
240,102,5:54:04 PM,119,02-01-2023
241,103,6:02:09 PM,123,02-01-2023
242,104,6:02:12 PM,101,02-01-2023
243,104,6:02:12 PM,103,02-01-2023
244,104,6:02:12 PM,127,02-01-2023
245,104,6:02:12 PM,132,02-01-2023
246,105,6:12:01 PM,109,02-01-2023
247,105,6:12:01 PM,113,02-01-2023
248,105,6:12:01 PM,119,02-01-2023
249,106,6:12:13 PM,129,02-01-2023
250,106,6:12:13 PM,122,02-01-2023
251,107,6:25:09 PM,102,02-01-2023
252,107,6:25:09 PM,117,02-01-2023
253,107,6:25:09 PM,122,02-01-2023
254,107,6:25:09 PM,132,02-01-2023
255,108,6:25:25 PM,108,02-01-2023
256,108,6:25:25 PM,109,02-01-2023
257,108,6:25:25 PM,123,02-01-2023
258,109,6:27:50 PM,110,02-01-2023
259,109,6:27:50 PM,117,02-01-2023
260,109,6:27:50 PM,113,02-01-2023
261,109,6:27:50 PM,119,02-01-2023
262,110,6:36:19 PM,107,02-01-2023
263,110,6:36:19 PM,111,02-01-2023
264,110,6:36:19 PM,121,02-01-2023
265,110,6:36:19 PM,122,02-01-2023
266,111,6:38:01 PM,102,02-01-2023
267,111,6:38:01 PM,124,02-01-2023
268,111,6:38:01 PM,113,02-01-2023
269,111,6:38:01 PM,130,02-01-2023
270,112,6:41:40 PM,113,02-01-2023
271,113,6:50:21 PM,102,02-01-2023
272,113,6:50:21 PM,129,02-01-2023
273,113,6:50:21 PM,105,02-01-2023
274,114,6:59:32 PM,113,02-01-2023
275,114,6:59:32 PM,120,02-01-2023
276,115,7:05:17 PM,107,02-01-2023
277,115,7:05:17 PM,111,02-01-2023
278,115,7:05:17 PM,106,02-01-2023
279,116,7:18:49 PM,124,02-01-2023
280,117,7:23:02 PM,118,02-01-2023
281,117,7:23:02 PM,120,02-01-2023
282,118,7:26:59 PM,119,02-01-2023
283,118,7:26:59 PM,131,02-01-2023
284,119,7:32:29 PM,125,02-01-2023
285,120,7:35:07 PM,108,02-01-2023
286,120,7:35:07 PM,109,02-01-2023
287,120,7:35:07 PM,131,02-01-2023
288,121,7:38:48 PM,101,02-01-2023
289,121,7:38:48 PM,125,02-01-2023
290,121,7:38:48 PM,120,02-01-2023
291,121,7:38:48 PM,105,02-01-2023
292,122,7:50:19 PM,117,02-01-2023
293,123,8:12:09 PM,110,02-01-2023
294,124,8:12:34 PM,101,02-01-2023
295,124,8:12:34 PM,120,02-01-2023
296,124,8:12:34 PM,122,02-01-2023
297,124,8:12:34 PM,114,02-01-2023
298,125,8:31:06 PM,NULL,02-01-2023
299,126,8:53:42 PM,132,02-01-2023
300,127,8:58:23 PM,113,02-01-2023
301,128,9:05:06 PM,122,02-01-2023
302,129,9:13:02 PM,107,02-01-2023
303,129,9:13:02 PM,114,02-01-2023
304,130,9:14:55 PM,109,02-01-2023
305,130,9:14:55 PM,110,02-01-2023
306,130,9:14:55 PM,129,02-01-2023
307,130,9:14:55 PM,105,02-01-2023
308,131,9:33:10 PM,104,02-01-2023
309,131,9:33:10 PM,124,02-01-2023
310,131,9:33:10 PM,126,02-01-2023
311,131,9:33:10 PM,123,02-01-2023
312,132,9:42:45 PM,113,02-01-2023
313,133,10:00:17 PM,101,02-01-2023
314,133,10:00:17 PM,109,02-01-2023
315,133,10:00:17 PM,114,02-01-2023
316,134,10:13:24 PM,107,02-01-2023
317,134,10:13:24 PM,105,02-01-2023
318,134,10:13:24 PM,123,02-01-2023
319,135,10:29:34 PM,132,02-01-2023
320,136,10:32:49 PM,124,02-01-2023
321,136,10:32:49 PM,118,02-01-2023
322,137,11:34:10 AM,128,03-01-2023
323,137,11:34:10 AM,113,03-01-2023
324,137,11:34:10 AM,122,03-01-2023
325,138,11:44:50 AM,102,03-01-2023
326,138,11:44:50 AM,125,03-01-2023
327,138,11:44:50 AM,127,03-01-2023
328,138,11:44:50 AM,120,03-01-2023
329,139,11:57:39 AM,124,03-01-2023
330,140,12:26:44 PM,119,03-01-2023
331,140,12:26:44 PM,132,03-01-2023
332,141,1:16:01 PM,108,03-01-2023
333,142,1:33:59 PM,126,03-01-2023
334,143,1:41:36 PM,102,03-01-2023
335,143,1:41:36 PM,108,03-01-2023
336,143,1:41:36 PM,109,03-01-2023
337,143,1:41:36 PM,129,03-01-2023
338,143,1:41:36 PM,113,03-01-2023
339,143,1:41:36 PM,119,03-01-2023
340,143,1:41:36 PM,106,03-01-2023
341,143,1:41:36 PM,132,03-01-2023
342,144,1:44:28 PM,101,03-01-2023
343,144,1:44:28 PM,107,03-01-2023
344,144,1:44:28 PM,102,03-01-2023
345,144,1:44:28 PM,104,03-01-2023
346,144,1:44:28 PM,124,03-01-2023
347,144,1:44:28 PM,125,03-01-2023
348,144,1:44:28 PM,112,03-01-2023
349,144,1:44:28 PM,105,03-01-2023
350,144,1:44:28 PM,105,03-01-2023
351,144,1:44:28 PM,122,03-01-2023
352,144,1:44:28 PM,106,03-01-2023
353,144,1:44:28 PM,132,03-01-2023
354,145,1:53:48 PM,114,03-01-2023
355,146,2:22:10 PM,102,03-01-2023
356,146,2:22:10 PM,125,03-01-2023
357,146,2:22:10 PM,109,03-01-2023
358,147,2:32:51 PM,NULL,03-01-2023
359,148,2:40:42 PM,128,03-01-2023
360,149,2:48:45 PM,131,03-01-2023
361,150,2:49:58 PM,113,03-01-2023
362,151,3:09:34 PM,105,03-01-2023
363,151,3:09:34 PM,123,03-01-2023
364,152,3:09:42 PM,109,03-01-2023
365,152,3:09:42 PM,131,03-01-2023
366,152,3:09:42 PM,106,03-01-2023
367,152,3:09:42 PM,114,03-01-2023
368,153,3:16:34 PM,129,03-01-2023
369,154,3:22:43 PM,119,03-01-2023
370,155,3:28:59 PM,104,03-01-2023
371,155,3:28:59 PM,111,03-01-2023
372,155,3:28:59 PM,113,03-01-2023
373,155,3:28:59 PM,118,03-01-2023
374,156,3:42:19 PM,111,03-01-2023
375,156,3:42:19 PM,106,03-01-2023
376,157,3:43:03 PM,117,03-01-2023
377,157,3:43:03 PM,128,03-01-2023
378,157,3:43:03 PM,120,03-01-2023
379,157,3:43:03 PM,130,03-01-2023
380,158,3:54:30 PM,127,03-01-2023
381,158,3:54:30 PM,106,03-01-2023
382,159,3:59:22 PM,125,03-01-2023
383,159,3:59:22 PM,106,03-01-2023
384,160,4:35:33 PM,108,03-01-2023
385,161,4:43:46 PM,109,03-01-2023
386,161,4:43:46 PM,122,03-01-2023
387,161,4:43:46 PM,NULL,03-01-2023
388,162,4:51:22 PM,107,03-01-2023
389,163,4:54:54 PM,109,03-01-2023
390,163,4:54:54 PM,113,03-01-2023
391,163,4:54:54 PM,114,03-01-2023
392,164,4:56:33 PM,102,03-01-2023
393,164,4:56:33 PM,113,03-01-2023
394,165,4:57:37 PM,119,03-01-2023
395,166,4:58:51 PM,119,03-01-2023
396,167,5:00:49 PM,101,03-01-2023
397,167,5:00:49 PM,117,03-01-2023
398,167,5:00:49 PM,113,03-01-2023
399,168,5:02:27 PM,107,03-01-2023
400,168,5:02:27 PM,132,03-01-2023
401,169,5:15:48 PM,125,03-01-2023
402,169,5:15:48 PM,110,03-01-2023
403,169,5:15:48 PM,120,03-01-2023
404,170,5:21:31 PM,109,03-01-2023
405,171,5:23:03 PM,111,03-01-2023
406,172,5:29:24 PM,111,03-01-2023
407,172,5:29:24 PM,123,03-01-2023
408,172,5:29:24 PM,106,03-01-2023
409,173,5:35:30 PM,102,03-01-2023
410,173,5:35:30 PM,108,03-01-2023
411,173,5:35:30 PM,132,03-01-2023
412,174,5:37:49 PM,107,03-01-2023
413,174,5:37:49 PM,102,03-01-2023
414,174,5:37:49 PM,102,03-01-2023
415,174,5:37:49 PM,110,03-01-2023
416,175,5:50:51 PM,117,03-01-2023
417,176,5:51:57 PM,102,03-01-2023
418,176,5:51:57 PM,118,03-01-2023
419,177,5:54:36 PM,111,03-01-2023
420,177,5:54:36 PM,106,03-01-2023
421,178,6:15:03 PM,118,03-01-2023
422,179,6:20:14 PM,109,03-01-2023
423,179,6:20:14 PM,120,03-01-2023
424,179,6:20:14 PM,132,03-01-2023
425,180,6:33:34 PM,108,03-01-2023
426,180,6:33:34 PM,119,03-01-2023
427,181,6:49:32 PM,129,03-01-2023
428,182,6:50:10 PM,115,03-01-2023
429,182,6:50:10 PM,118,03-01-2023
430,183,6:54:55 PM,111,03-01-2023
431,183,6:54:55 PM,130,03-01-2023
432,183,6:54:55 PM,130,03-01-2023
433,184,6:59:05 PM,109,03-01-2023
434,185,7:08:33 PM,120,03-01-2023
435,185,7:08:33 PM,130,03-01-2023
436,186,7:36:00 PM,129,03-01-2023
437,186,7:36:00 PM,105,03-01-2023
438,186,7:36:00 PM,130,03-01-2023
439,186,7:36:00 PM,106,03-01-2023
440,187,7:37:12 PM,124,03-01-2023
441,187,7:37:12 PM,130,03-01-2023
442,188,8:08:39 PM,124,03-01-2023
443,188,8:08:39 PM,113,03-01-2023
444,188,8:08:39 PM,118,03-01-2023
445,189,8:12:14 PM,107,03-01-2023
446,189,8:12:14 PM,106,03-01-2023
447,190,8:14:23 PM,101,03-01-2023
448,190,8:14:23 PM,125,03-01-2023
449,190,8:14:23 PM,112,03-01-2023
450,190,8:14:23 PM,119,03-01-2023
451,191,8:24:50 PM,102,03-01-2023
452,191,8:24:50 PM,103,03-01-2023
453,192,8:30:08 PM,120,03-01-2023
454,192,8:30:08 PM,105,03-01-2023
455,193,8:55:47 PM,107,03-01-2023
456,193,8:55:47 PM,102,03-01-2023
457,193,8:55:47 PM,103,03-01-2023
458,194,9:21:24 PM,101,03-01-2023
459,195,9:25:20 PM,101,03-01-2023
460,196,9:40:14 PM,120,03-01-2023
461,196,9:40:14 PM,122,03-01-2023
462,196,9:40:14 PM,132,03-01-2023
463,197,9:47:48 PM,125,03-01-2023
464,197,9:47:48 PM,110,03-01-2023
465,197,9:47:48 PM,127,03-01-2023
466,197,9:47:48 PM,121,03-01-2023
467,198,9:55:42 PM,107,03-01-2023
468,198,9:55:42 PM,103,03-01-2023
469,199,10:10:38 PM,103,03-01-2023
470,200,10:24:05 PM,NULL,03-01-2023
471,201,10:29:59 PM,116,03-01-2023
472,201,10:29:59 PM,104,03-01-2023
473,201,10:29:59 PM,117,03-01-2023
474,201,10:29:59 PM,NULL,03-01-2023
475,202,10:50:29 PM,102,03-01-2023
476,203,11:30:48 AM,102,04-01-2023
477,203,11:30:48 AM,127,04-01-2023
478,203,11:30:48 AM,112,04-01-2023
479,203,11:30:48 AM,114,04-01-2023
480,204,11:36:25 AM,122,04-01-2023
481,205,11:43:54 AM,102,04-01-2023
482,205,11:43:54 AM,103,04-01-2023
483,205,11:43:54 AM,119,04-01-2023
484,206,11:45:10 AM,111,04-01-2023
485,206,11:45:10 AM,113,04-01-2023
486,206,11:45:10 AM,122,04-01-2023
487,207,12:03:58 PM,122,04-01-2023
488,208,12:12:05 PM,101,04-01-2023
489,208,12:12:05 PM,101,04-01-2023
490,208,12:12:05 PM,103,04-01-2023
491,208,12:12:05 PM,113,04-01-2023
492,208,12:12:05 PM,114,04-01-2023
493,209,12:29:17 PM,102,04-01-2023
494,210,12:34:13 PM,131,04-01-2023
495,211,12:54:20 PM,113,04-01-2023
496,212,1:16:03 PM,110,04-01-2023
497,213,1:20:39 PM,125,04-01-2023
498,214,1:39:16 PM,110,04-01-2023
499,214,1:39:16 PM,117,04-01-2023
500,214,1:39:16 PM,129,04-01-2023
501,214,1:39:16 PM,130,04-01-2023
502,215,1:44:49 PM,126,04-01-2023
503,216,2:31:56 PM,101,04-01-2023
504,216,2:31:56 PM,124,04-01-2023
505,216,2:31:56 PM,109,04-01-2023
506,217,2:35:03 PM,108,04-01-2023
507,217,2:35:03 PM,131,04-01-2023
508,218,2:35:11 PM,122,04-01-2023
509,219,2:42:01 PM,101,04-01-2023
510,219,2:42:01 PM,124,04-01-2023
511,219,2:42:01 PM,118,04-01-2023
512,219,2:42:01 PM,131,04-01-2023
513,220,3:31:59 PM,109,04-01-2023
514,220,3:31:59 PM,110,04-01-2023
515,220,3:31:59 PM,111,04-01-2023
516,220,3:31:59 PM,122,04-01-2023
517,221,3:33:18 PM,124,04-01-2023
518,221,3:33:18 PM,119,04-01-2023
519,221,3:33:18 PM,114,04-01-2023
520,222,3:46:38 PM,125,04-01-2023
521,222,3:46:38 PM,120,04-01-2023
522,223,4:08:20 PM,112,04-01-2023
523,224,4:39:58 PM,103,04-01-2023
524,224,4:39:58 PM,117,04-01-2023
525,224,4:39:58 PM,111,04-01-2023
526,224,4:39:58 PM,106,04-01-2023
527,225,4:41:48 PM,101,04-01-2023
528,225,4:41:48 PM,101,04-01-2023
529,225,4:41:48 PM,105,04-01-2023
530,226,4:59:39 PM,108,04-01-2023
531,227,5:24:39 PM,101,04-01-2023
532,227,5:24:39 PM,114,04-01-2023
533,228,5:31:24 PM,127,04-01-2023
534,229,5:37:57 PM,127,04-01-2023
535,229,5:37:57 PM,119,04-01-2023
536,229,5:37:57 PM,130,04-01-2023
537,230,5:58:38 PM,106,04-01-2023
538,231,6:04:18 PM,102,04-01-2023
539,231,6:04:18 PM,111,04-01-2023
540,231,6:04:18 PM,119,04-01-2023
541,232,6:21:59 PM,101,04-01-2023
542,232,6:21:59 PM,123,04-01-2023
543,233,6:26:51 PM,131,04-01-2023
544,234,6:36:09 PM,103,04-01-2023
545,234,6:36:09 PM,117,04-01-2023
546,234,6:36:09 PM,111,04-01-2023
547,235,6:51:30 PM,102,04-01-2023
548,236,7:21:04 PM,108,04-01-2023
549,236,7:21:04 PM,126,04-01-2023
550,237,7:27:48 PM,126,04-01-2023
551,238,7:45:15 PM,130,04-01-2023
552,239,7:57:52 PM,117,04-01-2023
553,239,7:57:52 PM,106,04-01-2023
554,240,8:10:24 PM,125,04-01-2023
555,241,8:11:25 PM,120,04-01-2023
556,241,8:11:25 PM,123,04-01-2023
557,242,8:15:29 PM,116,04-01-2023
558,242,8:15:29 PM,106,04-01-2023
559,242,8:15:29 PM,132,04-01-2023
560,243,8:26:17 PM,108,04-01-2023
561,243,8:26:17 PM,123,04-01-2023
562,244,8:26:22 PM,117,04-01-2023
563,244,8:26:22 PM,122,04-01-2023
564,245,8:28:41 PM,101,04-01-2023
565,245,8:28:41 PM,104,04-01-2023
566,246,8:30:48 PM,103,04-01-2023
567,246,8:30:48 PM,113,04-01-2023
568,247,8:55:29 PM,109,04-01-2023
569,247,8:55:29 PM,120,04-01-2023
570,247,8:55:29 PM,123,04-01-2023
571,248,8:58:19 PM,109,04-01-2023
572,248,8:58:19 PM,106,04-01-2023
573,249,9:06:16 PM,101,04-01-2023
574,249,9:06:16 PM,116,04-01-2023
575,250,9:07:05 PM,125,04-01-2023
576,251,9:10:05 PM,129,04-01-2023
577,252,10:13:15 PM,119,04-01-2023
578,253,10:16:18 PM,115,04-01-2023
579,254,10:22:13 PM,101,04-01-2023
580,254,10:22:13 PM,115,04-01-2023
581,254,10:22:13 PM,124,04-01-2023
582,255,11:23:35 AM,124,05-01-2023
583,255,11:23:35 AM,126,05-01-2023
584,255,11:23:35 AM,109,05-01-2023
585,255,11:23:35 AM,131,05-01-2023
586,256,11:56:06 AM,112,05-01-2023
587,257,11:59:04 AM,102,05-01-2023
588,257,11:59:04 AM,103,05-01-2023
589,258,11:59:23 AM,108,05-01-2023
590,259,12:04:25 PM,113,05-01-2023
591,260,12:06:27 PM,124,05-01-2023
592,260,12:06:27 PM,114,05-01-2023
593,261,12:38:29 PM,115,05-01-2023
594,262,12:42:01 PM,102,05-01-2023
595,263,12:57:22 PM,130,05-01-2023
596,264,1:03:59 PM,129,05-01-2023
597,265,1:04:42 PM,103,05-01-2023
598,265,1:04:42 PM,129,05-01-2023
599,265,1:04:42 PM,120,05-01-2023
600,265,1:04:42 PM,122,05-01-2023
601,266,1:09:29 PM,118,05-01-2023
602,267,1:37:50 PM,125,05-01-2023
603,267,1:37:50 PM,128,05-01-2023
604,267,1:37:50 PM,111,05-01-2023
605,268,1:40:46 PM,117,05-01-2023
606,268,1:40:46 PM,113,05-01-2023
607,269,1:49:34 PM,103,05-01-2023
608,270,2:09:02 PM,105,05-01-2023
609,270,2:09:02 PM,130,05-01-2023
610,270,2:09:02 PM,106,05-01-2023
611,271,2:22:19 PM,107,05-01-2023
612,271,2:22:19 PM,102,05-01-2023
613,271,2:22:19 PM,103,05-01-2023
614,271,2:22:19 PM,104,05-01-2023
615,271,2:22:19 PM,108,05-01-2023
616,271,2:22:19 PM,117,05-01-2023
617,271,2:22:19 PM,120,05-01-2023
618,271,2:22:19 PM,121,05-01-2023
619,271,2:22:19 PM,105,05-01-2023
620,271,2:22:19 PM,114,05-01-2023
621,272,2:24:05 PM,117,05-01-2023
622,273,2:28:00 PM,121,05-01-2023
623,274,2:36:33 PM,125,05-01-2023
624,274,2:36:33 PM,106,05-01-2023
625,275,2:38:14 PM,108,05-01-2023
626,275,2:38:14 PM,124,05-01-2023
627,275,2:38:14 PM,113,05-01-2023
628,275,2:38:14 PM,120,05-01-2023
629,276,3:18:18 PM,124,05-01-2023
630,276,3:18:18 PM,122,05-01-2023
631,277,3:41:50 PM,125,05-01-2023
632,278,3:49:21 PM,127,05-01-2023
633,278,3:49:21 PM,105,05-01-2023
